Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,Q_RecaptchaScore,Q0_ProlificID,Q1,Q2,Q3,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q7_4_TEXT,Q8,Q8_5_TEXT,Q9,Q9_9_TEXT,Q10_1,Q11,Q11_7_TEXT,Q12,Q13,Q13_7_TEXT,Q14,Q15,Q16 ,Q17,Q17_1_TEXT,Q18,Q19,Q20,Q21,Q21_5_TEXT,Q22,Q23,Q24,Q24_4_TEXT,Q25,Q25_5_TEXT,Q26,Q26_9_TEXT,Q27_1,Q28,Q28_7_TEXT,Q29,Q30,Q30_7_TEXT,Q31,Q32,Q33,Q34,Q34_1_TEXT,Q35,Q36,Q37,Q38,Q39_1,Q40_1
573,True,7/30/25 13:42,R_5j7Z6EsVRgjuddA,"40,6001","-73,7497",EN,"0,8999999762",65c23e2e1a96e23b93afdea0,Yes,"I was talking to my son at our house about a recent cyber attack on his computer, the conversation lasted about 10 minutes and in the end he said formatted his computer in order to fix the problem",1,Other (please specify),Family,Other,No,At home,,Personal experience (e.g. cybersecurity incident),,"Incidents ",,2,"Interested/curious,Worried/anxious",,I wanted to learn more how this happened and was worried that someone targeted him,Annoyed,,He did not like that experience,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,59,Male,USA,Home owner,1 (Strongly disagree),5 (Strongly agree)
411,True,7/30/25 13:43,R_8HoXhsi6fA8EM6c,"50,7797","-3,6527",EN,"0,8000000119",56abcb46f209e0000adab961,Yes,A friend had her email account hacked and was complaining about the inconvenience of having to try and and remember all the accounts it was associated with/the difficulty of changing her registered email address with some companies because they wanted to send confirmations to the hacked account that she no longer had access to. Initial conversation was probably about 5 minutes but was then referred to briefly in later conversations.,1,Friend,,Other,No,Other (please specify),At home,Personal experience (e.g. cybersecurity incident),,"Incidents ",,3,Other (please describe),Annoyed,Because I can well imagine the pain it is to go through this.,"Worried/anxious,Annoyed",,Annoyed because of the stress/time involved; anxious in case it led to more than email being hacked.,No,,"Yes, I had (How many?)",2,No,,,,,,,,,,,,,,,,,,,,,,,,64,Female,UK,Academic language editor,1 (Strongly disagree),5 (Strongly agree)
854,True,7/30/25 13:43,R_1pbbPvTbnrLxZQG,"39,9748","-82,8219",EN,"0,8000000119",66720d50c394601b811a0e49,Yes,I was on the phone with the Home Depot credit department that is managed by Citi for another issue and I mentioned that perhaps it was caused by the massive data breach that had just been reported. I mentioned to the customer service rep that the leak apparently included millions of Hotmail and Google credentials (including mine which were tied to this Home Depot account). The customer service rep locked down my account as a precaution until I could change all my passwords there and elsewhere. The conversation lasted about 23 minutes according to my cellphone history of the call. ,1,Stranger,,Myself,No,Other (please specify),Phone call,"Personal experience (e.g. cybersecurity incident),News story or social media post",,"Application areas,Identity theft or fraud,Incidents ",,5 (Strongly agree),"Interested/curious,Worried/anxious,Annoyed",,"I am more indifferent usually since hack, leaks and breaches are the status quo these day until it dawned on me that initial issue I called into the phone bank might be related to the massive data breach just reported in the news. Then I got agitated about it. ","Interested/curious,Helpful/responsible",,She hadn't heard news but was grateful for it and offered to lock down the account temporarily to make sure it wasn't being accessed illegally. Then she said she too would be changing her passwords as soon as possible. ,Yes,The account was locked down. And passwords were changed. ,,,No,,,,,,,,,,,,,,,,,,,,,,,,52,Male,USA,Project Manager,3,5 (Strongly agree)
557,True,7/30/25 13:44,R_8aK9rM3wdgwhEdj,"52,4891","13,4296",DE,"0,8999999762",671df4409cc481032b4fd9fc,Yes,"I had a conversation with my mother about how she can protect herself against phishing attempts or attempts to defraud her online. The conversation took place via WhatsApp. The conversation was triggered by the fact that I changed my number on WhatsApp because I had signed a new mobile phone contract. I wrote to my mother to tell her that I had a new number and asked her to save it. She didn't reply to this message at first, but left it as “read.” It was only later that I found out from my girlfriend that my mother had contacted her to ask if I really had a new number and if everything was okay. She then wrote to me again and thanked me for the new number. We then talked a little bit about how proud I was of her for acting the way she did and how easy it is to be scammed by such tricks, especially since we often send money back and forth and usually discuss it beforehand via WhatsApp. All in all, the conversation only lasted a few minutes (about 10 chat messages exchanged).",2,Other (please specify),Family,Myself,No,Other (please specify),Chat,Personal experience (e.g. cybersecurity incident),,"Identity theft or fraud,Phishing or scams,Other (please specify)","Verhalten bei Betrugsversuchen via WhatsApp (""Enkeltrick"")",4,"Interested/curious,Helpful/responsible",,"I found it interesting to discuss this with my mother and find out what experiences she herself has had, even though she is not a digital native.",Confident/informed,,"I think my mother was proud that she was able to protect herself so well against “attacks” and was probably pleased that I praised her, as I work in this field professionally.",No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,31,Male,Germany,Senior Fullstack Developer (Web-Entwicklung),4,5 (Strongly agree)
564,True,7/30/25 13:44,R_1eajmS9FrNw8Otq,"38,7893","-104,8221",EN,"0,8999999762",66d4712f340d9f18e186d041,Yes,"It was a co worker before a meeting. We were in the break room because it was the only room big enough for as many people were in the meeting. 
They talked about they started using an app on their phone that stores passwords and syncs with their computer so they don't have to remember anything. 
He was fiddling with his phone trying to turn off something and I asked if he was going for a new high score as a joke. They were trying to turn the app off because it sends notifications and he can't figure out how to mute them so he turns his phone on airplane mode. 
It was a minute maybe? Pretty casual convo, nothing serious. ",2,Colleague,,Myself,"Yes, somebody I know",Workplace/University,,Other (please specify),small talk turned into a little more substance ,"Security behavior ,Security tools ",,3,Interested/curious,,"I made the comment that started the convo, that means I have a responsibility to the person to at least pretend I am interested if they engage. ","Worried/anxious,Confident/informed",,They said they were worrying about their phone but then were clearly excited about the app and wanted to share. ,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,47,Male,USA,I work in retail/wholesale my education is in Sociology and Psychology.,2,5 (Strongly agree)
219,True,7/30/25 13:44,R_8xX0QELuCulAihM,"54,58","-5,928",EN,"0,8999999762",66e7381b679a09a5e859d755,Yes,I was talking to my wife about cyber security as there was an attempted fraud on our shared bank account. The conversation lasted about 10 mins and we got in touch with the bank fraud team,2,Other (please specify),Partner,Myself,No,At home,,Personal experience (e.g. cybersecurity incident),,Identity theft or fraud,,5 (Strongly agree),Helpful/responsible,,I knew what we needed to do,Worried/anxious,,They weren't best sure how to rectify the situation,Yes,we changed our bank cards and the security settings on our account,,,No,,,,,,,,,,,,,,,,,,,,,,,,38,Male,UK,Retail,3,5 (Strongly agree)
656,True,7/30/25 13:48,R_8Bro5lwjeTfUWuq,"52,4334","16,9286",EN,1,5e75329210ac300a26c58065,Yes,"I was at my first day of my job and I was opening job-related websites on my personal account, and my supervisor was surprised I was refusing cookies on these websites. It was only temporary till I would get my work laptop, but I wanted to avoid possible links to my private account and the way I store my data through cookies with my job field. I want to make the least amount of footprint possible while browsing the web, it's annoying that everything now wants to track you.",1,Colleague,,Other,No,Workplace/University,,Work/school-related requirement,,"Application areas,Privacy tools ,Security behavior ,Surveillance or data collection ",,5 (Strongly agree),"Confident/informed,Helpful/responsible",,I felt I could provide some useful information to the other person.,Interested/curious,,She didn't know my reasoning behind me not allowing cookies.,,,"No, but I plan to have one in the future",,"Yes, I’d like to describe another conversation","I was talking with my partner about not linking Facebook, Instagram and all the Meta accounts together - I haven't done that because I don't feel that I can trust these companies fully, so I only do the bare minimum when it comes to using them. We both agreed they know too much about their users.",1,Other (please specify),partner,Myself,No,At home,,Personal experience (e.g. cybersecurity incident),,"Application areas,Incidents ,Security behavior ,Surveillance or data collection ",,5 (Strongly agree),"Worried/anxious,Confident/informed,Helpful/responsible",,I'm always worried to some extent how my data is being processed.,Confident/informed,,We both share the outlook on the situation.,No,,,,25,Female,Poland,Philology,4,5 (Strongly agree)
1059,True,7/30/25 13:48,R_2uQc9MXFzEycqil,"40,4519","-3,711",EN,1,5f22e7ae938d2d018633624a,Yes,"I was talking after a meeting with my former boss about wheter storing passwords in the browser cache is secure enough or not. He's an IT specialist, so he advised against it, but I find it really hard to remember lots of passwords by heart. It was a casual five-minute conversation, but ir motivated me to learn more about other internet security methods, like two-step verification or the use of security keys, and to become more aware of the importance of properly managing my passwords. ",1,Other (please specify),Colleague,Other,No,"Public space (e.g., café, train)",,Work/school-related requirement,,"Privacy tools ,Security behavior ,Security tools ",,1 (Strongly disagree),"Interested/curious,Helpful/responsible",,The other person involved was an expert and I felt that listening to his advice could be very helpful. ,"Worried/anxious,Confident/informed,Helpful/responsible",,Because I felt he spoke with confidence and experience. ,Yes,"I did some research to become more informed about cybersecurity practices. I learned how Google's secure password generation and two step verification work. I started placing more importance on updating my passwords every few months. Additionally, I discovered new methods like the use of security keys. ",,,No,,,,,,,,,,,,,,,,,,,,,,,,31,Male,Spain,Unemployed,2,5 (Strongly agree)
382,True,7/30/25 13:51,R_8acgm4CkCKG0P1D,"53,7817","-1,7776",EN,"0,5",5b68c9eb87af310001584803,Yes,"my senior colleague was involved, the conversation took place in our office at work. We talked about VPN usage in the workplace and how it protects us, i was recommending a new VPN to my colleague who was unsure due to company policy but I assured him it was fine as the business gave me the go ahead. What triggered the conversation was my senior colleague seeing me use the VPN at work. The conversation lasted for about 10 minutes and afterwards my colleague was satisfied with using the VPN",1,Colleague,,Other,No,Workplace/University,,Other (please specify),Colleague saw me using a VPN,"Privacy tools ,Security behavior ,Security tools ",,5 (Strongly agree),"Interested/curious,Worried/anxious,Confident/informed,Helpful/responsible",,"because my colleague was asking me a few simple questions, i had no reason to be hostile","Interested/curious,Helpful/responsible",,because my colleague was curious to see what i was doing,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,28,Male,UK,Service manager,4,5 (Strongly agree)
744,True,7/30/25 13:52,R_8pRxKsMkPrJeoO8,"41,4204","2,1678",EN,"0,8999999762",66914e7025311323981da635,Yes,"Two weeks ago, when I was visiting my family in London, UK, I had a conversation with my father about cybersecurity. More specifically, the recent cyber attack on the Co-op Group in The UK. The cyber attack happened in April 2025. The reason we were discussing it was because there was a new news report, two weeks ago, stating that in fact every customer had had their data stolen. Where as in April it only mentioned some customers had their data stolen. We discussed the fact that the Co-op Group probably new this information back in April, and were probably trying to lesson the blow. We then went on to discuss the dangers of cyber attacks, and how everyone is at danger from this. The conversation lasted no more than 10 - 15 minutes. ",2,Other (please specify),Family,Other,No,Other (please specify),At home,News story or social media post,,"Incidents ",,4,Interested/curious,,I like to be informed about these things. It helps me to be more cautious and take preventative measures.   ,Annoyed,,Probably annoyed at big corporations actions. ,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,44,Male,Spain,Marketing,4,5 (Strongly agree)
861,True,7/30/25 13:53,R_7t2VUlI8pyWYnJN,"32,8793","-96,6375",EN,"0,8999999762",64db80772c860983ea3a7310,Yes,We had a staff meeting in person. The IT staff gave us all an overview of new regulations they were going to implement. The meeting last 45 minutes and they said because of new information they received they updating policy. ,8,Colleague,,Other,"Yes, somebody I know",Workplace/University,,Work/school-related requirement,,"Application areas,Incidents ,Phishing or scams,Privacy tools ,Security behavior ,Security tools ,Surveillance or data collection ",,4,"Interested/curious,Confident/informed,Helpful/responsible",,The information was good and I felt glad to get updates. ,"Interested/curious,Confident/informed,Helpful/responsible",,They wanted to ensure we get all the pertinent information. ,Yes,Makes me more aware of internet crimes. ,"No, but I plan to have one in the future",,"Yes, I’d like to describe another conversation",The day before the scheduled IT meeting our Manager wanted to ensure we all attend as it was very important. She talked briefly the importance of cybersecurity and it’s challenges. ,5,Colleague,,Other,"Yes, somebody I know",Workplace/University,,Work/school-related requirement,,"Application areas,Incidents ,Security behavior ",,4,"Interested/curious,Confident/informed,Helpful/responsible",,I wanted to get all the pertinent information. ,"Interested/curious,Confident/informed,Helpful/responsible",,They were concerned about threats. ,Yes,Being aware while using company internet. ,"No, but I plan to have one in the future",,56,Female,USA,Supervisor,3,5 (Strongly agree)
1096,True,7/30/25 13:57,R_2EX7CFvG9uiYQJV,"49,9675","20,4294",EN,"0,8999999762",66a221146278a2d2406fd7d1,Yes,"A while ago, I was talking to my parents about internet safety. I tried to explain to them why they shouldn't click everthing that appears on their screen. I started this conversation beacuse there were many reports of fraud and identity theft online. We also talked about online banking and safe use of bank account.",2,Other (please specify),Family,Myself,No,At home,,News story or social media post,,"Application areas,Identity theft or fraud",,4,"Worried/anxious,Confident/informed,Helpful/responsible",,I know this is a difficult topic for older people. Not everyone understands it. I feel responsible for my parents online safety.,"Interested/curious,Worried/anxious",,"They have better understanding of what might happen to them. Sometimes they tell me they've come across someting strange online and want me to verify it. They' re interested, but they're concerned about the number of scams online.",,,,,No,,,,,,,,,,,,,,,,,,,,,,,,30,Female,Poland,Electronic Information Processing,3,5 (Strongly agree)
1077,True,7/30/25 14:03,R_8S18k56DgWows9E,"41,4499","2,1705",EN,"0,8999999762",6682749eab8c24a009ea1a57,Yes,"1-coworker
2-office
3-phishing email pretending to be from one of our suppliers. It told us to make the payment of a fictitious invoice to a different account number than usual.
4- the receipt of the fake mail
5-a few minutes, until we knew that It was a phishing mail
6-We were very surpised by the format of the email Since It copied very well the type of the invoice that the company normally send",2,Colleague,,Other,No,Workplace/University,,Other (please specify),Email,"Identity theft or fraud,Phishing or scams,Security behavior ",,4,"Interested/curious,Confident/informed",,I have dealed with these things before,"Interested/curious,Worried/anxious",,Because he thought the email was real,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,61,Male,Spain,Administrative,2,5 (Strongly agree)
1597,True,7/30/25 14:04,R_2ip5mRM6mGdR7W1,"38,5212","-8,8859",EN,"0,8999999762",616494f1ae4537c01914c758,Yes,"We received a phishing email on our work email and someone failed it. Then we had to do a cyber security training
",3,Colleague,,Other,"Yes, somebody I know",Workplace/University,,Work/school-related requirement,,"Application areas,Identity theft or fraud,Incidents ,Phishing or scams",,4,"Interested/curious,Worried/anxious,Helpful/responsible",,I felt like this couldn’t happen to me and to be more careful ,"Interested/curious,Worried/anxious",,It was about the person who failed,Yes,I’m more aware of what I do,,,No,,,,,,,,,,,,,,,,,,,,,,,,26,Female,Portugal,Analyst,2,5 (Strongly agree)
60,True,7/30/25 15:17,R_2sjFKgncKKyTO8G,"48,7177","2,3088",EN,"0,8000000119",66b7dd88a3f352b57776c807,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Male,France,Engineering,5 (Strongly agree),5 (Strongly agree)
499,True,7/30/25 15:17,R_89nyTgUSeiJ6tyE,"40,6439","22,9358",EN,"0,8999999762",5eccd97f6ce039000b2a61f2,Yes,Some days ago I had the bad experience of been hacked and as a result my crypto account lost an amount of coins. I asked for help from my centralized exchange support and they talked to me about steps I had to take in order to minimize loss and to make sure this does not happen in the future again. I contacted them online. The conversation lasted about 30 minutes. It was very helpfuland they gave me some tips about cyber security.,1,Other (please specify),Colleague,Myself,No,Other (please specify),Online,Personal experience (e.g. cybersecurity incident),,"Incidents ",,4,"Interested/curious,Worried/anxious",,I was eager to learn about cyber security,"Interested/curious,Confident/informed,Helpful/responsible",,The person was very knowledgable,Yes,Made me use more security measures for my online behaviour,,,No,,,,,,,,,,,,,,,,,,,,,,,,62,Male,Greece,Logistics company,3,5 (Strongly agree)
103,True,7/30/25 15:18,R_8DpYSHTrnb5EP8c,"37,9842","23,7353",EN,1,6059116a4056b2468b7b5c6d,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,Female,Greece,Law,1 (Strongly disagree),5 (Strongly agree)
132,True,7/30/25 15:18,R_8K46XyIpO2Mo7D3,"40,1683","-7,1759",EN,1,602fe67919eaccd752eea5a5,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,Female,Portugal,Administrative,3,5 (Strongly agree)
130,True,7/30/25 15:21,R_8BaFNg1ub6P0Dlf,"28,4656","-16,2923",EN,"0,8999999762",66689a7d46d958da3b4cbc9b,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,Male,Spain,Health service,2,5 (Strongly agree)
177,True,7/30/25 15:21,R_8ZI8fqlGAKH4SBO,"38,7219","-9,1398",EN,1,645f99247654b815c91183f5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,Male,Portugal,Construction,4,5 (Strongly agree)
799,True,7/30/25 15:21,R_8JU6iMUl7ROLkB3,"51,7647","19,4627",EN,"0,8999999762",5a2310ebdf5bd00001b37474,Yes,It was my parents. The conversation took place at my parent's house. We discussed the fake links that are often sent via text message. We discussed how dangerous they are and shoulden't be used. They could lead to fraudsters hacking into bank accounts or stealing important personal information. The conversation began when my mother received a suspicious text message with a link. The conversation lasted about 30 minutes.,2,Other (please specify),Family,Myself,No,Other (please specify),At home,Someone asked for advice,,"Identity theft or fraud,Phishing or scams",,4,"Interested/curious,Worried/anxious,Helpful/responsible",,because it was an important matter,"Interested/curious,Confident/informed",,it was obvious from the reaction,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,41,Female,Poland,Education,3,5 (Strongly agree)
233,True,7/30/25 15:22,R_2CHtWmk6Ha9YbdJ,"37,9842","23,7353",EN,"0,8999999762",65391353897d68dd53a067da,Yes,I was talking about it with a friend of mine. We were at a bar. He works at a company that does cybersecurity for other companies and we talked about what he does at work. It lasted about 30 minutes and I found it so interesting that I talked about it later with other friends of mine.,1,Friend,,Other,No,"Public space (e.g., café, train)",,Personal experience (e.g. cybersecurity incident),,"Surveillance or data collection ",,5 (Strongly agree),"Interested/curious,Confident/informed",,It was an interesting topic that I had never encountered before,"Interested/curious,Confident/informed,Helpful/responsible",,Because they were explaining to me their job,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,32,Female,Greece,Theater,1 (Strongly disagree),5 (Strongly agree)
259,True,7/30/25 15:23,R_8sR27LadgKc96XC,"50,3541","18,9192",EN,"0,8999999762",5c46e8de59a3a60001a265e8,Yes,"1. My wife
2. In our apartment
3. Security of data breaches from some app. General data security in huge corporations like Meta, and how they sell this info.
4. Some online news
5. Around 15 minutes
6. Just this bitter feeling about how much we need to be aware of everything",1,Other (please specify),Partner,Myself,No,At home,,News story or social media post,,"Application areas,Identity theft or fraud,Incidents ,Security behavior ,Security tools ",,3,"Interested/curious,Worried/anxious,Confident/informed,Annoyed",,Because it is a very important topic that is not talked about enough among people,"Interested/curious,Worried/anxious,Confident/informed,Annoyed",,"Same as me, because it is a very important topic that is not talked about enough among people",,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,31,Male,Poland,Customer Support Specialist,4,5 (Strongly agree)
424,True,7/30/25 15:23,R_8oReBCqRhn78lN2,"48,8127","7,7895",EN,"0,8999999762",65199a2bfd459dd31fc006f8,Yes,It was a conversation between me and a friend who studies cybersecurity and I asked him about cookies at first. I explained to him that I am not fully sure what they are for and if I should keep accepting them because I feel I am giving access to websites to use my personalinformation. We then went onto talking about hacking and what would happen if our official documents were released into the public or even details of important govenment officials were leaked. The conversation was about 10 minutes as my friend is really passionate about this subject,1,Friend,,Myself,No,At home,,Personal experience (e.g. cybersecurity incident),,"Identity theft or fraud,Incidents ,Privacy tools ,Security behavior ,Surveillance or data collection ",,3,"Interested/curious,Confident/informed",,My friend is really passionate so he explained well the questions I had and made me feel secure that I should not worry that my data is secured,Confident/informed,,He studies this field,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,23,Female,France,Epidemiologist,2,5 (Strongly agree)
282,True,7/30/25 15:24,R_8gU7ZnTmkg3FgB5,"37,0272","-7,8338",EN,1,66033d023223d50c85612b23,Yes,"Talked to a person who's job is a cybersecurity, and we spoke at the gym because the email was not working",3,Colleague,,Other,No,Workplace/University,,Someone asked for advice,,"Identity theft or fraud,Phishing or scams,Privacy tools ,Security tools ",,2,Confident/informed,,because he was informing us of some insues,Confident/informed,,because they were informed,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,26,Female,Portugal,Nutritionist,1 (Strongly disagree),5 (Strongly agree)
434,True,7/30/25 15:24,R_8fP0BpekQiuvPAw,"38,7521","-9,2279",EN,1,5e31aeefc549ee023d351eab,Yes,"The last conversation I had about cybersecurity was with the CEO of the company I work for, and the conversation took place in our meeting room. The conversation started because of an incident that happenned in a company we know. This conversation lead to us talking about how the situation could affect our company and how we can prepare to something like this.
This conversation lasted about 20 minutes and ended without any practical intervention.",1,Colleague,,Other,No,Workplace/University,,Other (please specify),New situation with a client,"Incidents ,Security behavior ,Security tools ,Other (please specify)",Bank data theft,3,"Interested/curious,Worried/anxious",,"Because is a situation that is both interesting (how did it start? could it be stopped? ...) and worrying, because it can happen to our company too",Worried/anxious,,"Because as the CEO, this kind of situations can create a lot of problems and lost of trust ",No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,27,Female,Portugal,Management,2,5 (Strongly agree)
462,True,7/30/25 15:24,R_232VD7bHn6Aw6qf,"37,9842","23,7353",EN,"0,8000000119",5d8a62e934146e001a8ea16d,Yes,"I was discussing in our apartment with my wife, the dangers of Microsoft's Recall feature. The conversation started when people online voiced concern that standard versions of Windows had received Recall updates, despite the fact it should not be present. The conversation covered the dangers of allowing any third party unfettered screen access. Concern was expressed as to whether Microsoft can be trusted, or it's own internal security, whether they would use the data gathered for snooping, training AI, etc. and the point at which it would be necessary to witch wholesale to Linux or BSD.",1,Other (please specify),Partner,Other,No,At home,,News story or social media post,,"Incidents ,Privacy tools ,Surveillance or data collection ",,5 (Strongly agree),Confident/informed,,I do my research on a daily basis,"Interested/curious,Worried/anxious",,They don't like the idea of companies snooping,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,48,Male,Greece,Landlord,2,5 (Strongly agree)
461,True,7/30/25 15:25,R_2MRufjENcS8JYdR,"38,7219","-9,1398",EN,"0,400000006",5d8346167ed176001888204d,Yes,"The last time I talked about cybersecurity was at work, with some colleagues. One of us had just received a strange e-mail and eventually we came to the conclusion that it was either a phishing attempt, or a fake email sent by our own security department in order to evaluate if the workers know how to spot suspicious messages and report them.",3,Colleague,,Other,"Yes, somebody I know",Workplace/University,,"Personal experience (e.g. cybersecurity incident),Work/school-related requirement",,"Application areas,Phishing or scams",,3,Confident/informed,,"I had taken several courses about this topic before, so I felt sure I could identify potential threats.","Worried/anxious,Annoyed",,Maybe because he was unsure about the origin of the email he received.,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,39,Male,Portugal,Software Testing,3,5 (Strongly agree)
421,True,7/30/25 15:25,R_8tjfvbjD9D5YEYp,"60,6741","17,1483",EN,"0,8000000119",6617c54a41ce14946db85944,Yes,"The last time I talked about cybersecurity was with my older brother (who works as a senior programmer and knows a lot about this topic). We were talking at home and I had asked him about his sign-in password to his Macbook because I wanted to use it. He had written down his password on a post-it note and it was very long and included a lot of different symbols and characters. He said it's important to have a long and unique password for safety, which I totally understood, but it was also annoying since I personally use the same password for everything.",1,Other (please specify),Family,Myself,No,At home,,Someone asked for advice,,"Security behavior ",,2,"Annoyed,Indifferent",,I understand the importance of cybersecurity but I'm also not that interested in it personally,"Confident/informed,Helpful/responsible",,Because he was giving me advice on cybersecurity,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,23,Female,Sweden,Graphic Design,1 (Strongly disagree),5 (Strongly agree)
110,True,7/30/25 15:25,R_2w79fqAfKaWM6g1,"38,729","-9,1551",EN,"0,8000000119",5f54cdbcd2fd0a8484ef4645,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,Female,Portugal,Consulting,2,5 (Strongly agree)
1008,True,7/30/25 15:25,R_2ifBAS46Vve03AL,"43,1479","12,1097",EN,"0,6999999881",6654f5c576effabe847b5df1,Yes,"1) I spoke with a friend of mine about security on social media platforms.
2) We were sitting at the tables in the bar.
3) My friend and I talked about Meta's artificial intelligence and how, despite the many advantages of using it, there are also many concerns about the online privacy of us users.
4) We received a message from Meta (Instagram, Facebook, and WhatsApp) informing us that the company would use user data to train its artificial intelligence models if it obtained their consent.
5) We talked for about 15 minutes.
6) I remember that my friend and I refused to give our consent to use our data to train Meta's artificial intelligence models.",1,Friend,,Myself,No,"Public space (e.g., café, train)",,"Personal experience (e.g. cybersecurity incident),News story or social media post",,"Application areas,Security tools ,Surveillance or data collection ",,5 (Strongly agree),"Confident/informed,Helpful/responsible",,I had researched the subject thoroughly.,"Interested/curious,Confident/informed",,We were both very knowledgeable and informed on the topic of discussion.,Yes,We have denied Meta consent to use our data to train artificial intelligence models.,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,36,Male,Italy,Political Science,4,5 (Strongly agree)
282,True,7/30/25 15:26,R_8s55taOVsGGcdqr,"50,8507","5,6954",EN,"0,8999999762",65a3ec77f674ac3e98f0c6ac,Yes,It was a conversation with my parents at home. They talked about never opening a spam mail since they just got another one. It lasted for about two minutes.,2,Other (please specify),Family,Other,No,At home,,Personal experience (e.g. cybersecurity incident),,Phishing or scams,,4,Annoyed,,I already knew about the dangers of phishing mails and spam.,Worried/anxious,,He has trouble with identifying fake mails.,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,26,Male,Netherlands,PhD in labor economics,2,5 (Strongly agree)
587,True,7/30/25 15:26,R_27j6JOEWeFQaiJx,"40,498","-7,5989",EN,"0,8000000119",5f85a51cadc3ff03ac5e395f,Yes,"I was talking with a friend about passwords, how we travel through the internet and everything we do is registered. We were talking in a discord server, online, and were just ""venting"" about how, nowadays, we can do everything online, including access banks and whatsoever, and that while a clear protetion of data, everything we have can be taken from us in a few seconds. A ""small"" virus can empty our bank accounts, or can infest our computers and collect all passwords we have. It was a brief conversation, maybe 15/20min. I remember how we talk about the internet dependency and that things are not as secure as before, or atleast, our perception is different.

Our main conclusion was very simplified ""Or we trust in the apps/websites we visit, or  we will lose our heads overthinking about everything""",1,Friend,,,No,Other (please specify),Online,Other (please specify),Not a specific topic just venting about internet,"Identity theft or fraud,Incidents ,Phishing or scams,Privacy tools ,Security behavior ,Security tools ,Surveillance or data collection ",,3,"Interested/curious,Worried/anxious,Annoyed",,"Its an interesting topic to talk about, but it also complicated","Interested/curious,Worried/anxious,Confident/informed,Helpful/responsible",,Knows a bit more than me about cybersecurity,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,28,Male,Portugal,Research Assistant,2,5 (Strongly agree)
607,True,7/30/25 15:26,R_8zOVtcdBTGPcwaJ,"38,1302","13,329",EN,"0,8999999762",6630ec10efe9f6624eb24482,Yes,"About two days ago I received some emails regarding attempts to log in to my Facebook account, and I talked to my husband about it. We investigated for about 10 minutes, even changing the password for this account and others (which had the same password). After that, for about 15 minutes, we discussed the fact that anyone can easily hack into our social media profiles and post stuff that isn't ours or write inappropriate messages to our family and friends, and this scared us a bit. ",1,Other (please specify),Partner,Myself,No,At home,,Personal experience (e.g. cybersecurity incident),,"Application areas,Identity theft or fraud",,5 (Strongly agree),"Worried/anxious,Annoyed",,"Because in the face of cyber attacks like this, one feels helpless.",Worried/anxious,,Because we share the same thoughts and concerns,Yes,We changed many passwords.,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,51,Female,Italy,Retired,3,5 (Strongly agree)
