Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,Q_RecaptchaScore,Q0_ProlificID,Q1,Q2,Q3,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q7_4_TEXT,Q8,Q8_5_TEXT,Q9,Q9_9_TEXT,Q10_1,Q11,Q11_7_TEXT,Q12,Q13,Q13_7_TEXT,Q14,Q15,Q16 ,Q17,Q17_1_TEXT,Q18,Q19,Q20,Q21,Q21_5_TEXT,Q22,Q23,Q24,Q24_4_TEXT,Q25,Q25_5_TEXT,Q26,Q26_9_TEXT,Q27_1,Q28,Q28_7_TEXT,Q29,Q30,Q30_7_TEXT,Q31,Q32,Q33,Q34,Q34_1_TEXT,Q35,Q36,Q37,Q38,Q39_1,Q40_1
354,True,7/30/25 13:40,R_8l6CsqQYy9Noabf,"51,5081","-0,1278",EN,1,5f6ce7a067864711ebb0f66e,Yes,"Myself and my manager were discussing GDPR in the office after an email request from someone came in regarding an order placed by a relative of theirs. My manager and I briefly discussed this and concluded that we could not share any details with them, and that if it needed to be discussed, the person who made the order needed to contact us, which we relayed to the person who initially contacted us. The conversation probably lasted a few minutes.",2,"Colleague,Stranger",,Other,No,Workplace/University,,Work/school-related requirement,,"Surveillance or data collection (government, companies etc.)",,3,Helpful/responsible,,"Although I could not directly assist the person who initially contacted us, I did provide a way in which the issue could be resolved.",Indifferent,,"My response was not a massive inconvenience to them, and I helped as much as I was able to.",No,,"Yes, I had (How many?)",1,No,,,,,,,,,,,,,,,,,,,,,,,,24,Female,United Kingdom,Box Office Supervisor,3,5 (Strongly agree)
377,True,7/30/25 13:41,R_2VVUzUVyj2BT4Xv,"51,7694","-2,3329",EN,"0,8999999762",57811ce809fb910001335702,Yes,"- Myself and another engineer
-At work
- A potential issue we had on our platform that could have caused a security issue.
- Something found during security testing
- 10-15 minutes
- We discussed what was required to further investigate and fix the issue.  
",2,Colleague,,Other,"Yes, somebody I know",Workplace/University,,Work/school-related requirement,,"Incidents (ransomware attack, data breach, leak, device theft etc.)",,4,"Interested/curious,Confident/informed,Helpful/responsible",,Because its part of my job,"Interested/curious,Confident/informed",,They are experienced engineers.  ,Yes,We updated our security on our platform to avoid potential attacks ,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,40,Female,United Kingdom,Quality Assurance Manager,2,5 (Strongly agree)
285,True,7/30/25 13:41,R_8YghvjqhIFwElX2,"38,6821","-9,162",EN,"0,6000000238",5f6495def933d1021b49e3da,Yes,I talked to my mom about it a few weeks ago while we were home. I said she should be careful and not click links she doesn't know because I saw her click a link she shouldn't have.,1,Other (please specify),Family,Myself,No,At home,,"Personal experience (e.g., cybersecurity incident)",,"Application areas (web browsing, smartphone, social media etc.),Phishing or scams",,4,Helpful/responsible,,Because I was just trying to help.,Confident/informed,,Because she accepted my help.,Yes,,,,No,,,,,,,,,,,,,,,,,,,,,,,,36,Female,Portugal,Retail supervisor,2,5 (Strongly agree)
550,True,7/30/25 13:41,R_21v6pMIvqSHuyql,"50,9575","-0,5128",EN,"0,8999999762",68247ccc082cf829ea406f9c,Yes,"I was discussing the topic of the Stuxnet worm with a colleague at work.
We were talking about interesting and sophisticated hacks, the conversation was taking place during 2014, and Stuxnet came up. I'm pretty sure I had just watched a documentary or some video about it and shared the interesting details as part of the conversation.
We discussed the potential authors of the worm and who had the capability, agreeing that it had to have been state-sponsored. We talked about how it was impressive that it was very targeted and that it went undetected for such a long time at the Iranian facility. 
We talked about how it was able to get into an airgapped facility by probably a usb stick being dropped nearby. And how it was smart to go and find the machinery that spins the centrifuges and how it sped them up and then slowed them down, essentially preventing enrichment whilst going undetected for a long time.
The conversation lasted around 10 minutes, I think.",1,"Friend,Colleague",,,No,Workplace/University,,News story or social media post,,"Incidents (ransomware attack, data breach, leak, device theft etc.)",,4,"Interested/curious,Confident/informed",,"It was an interesting topic, but also because I remember I had recently watched a video on the topic which made me feel informed",Interested/curious,,The conversation was two way and continued for a while,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,36,Male,UK,Computer Science,3,5 (Strongly agree)
391,True,7/30/25 13:41,R_5OoIilDUwutSk8M,"42,2878","-71,3587",EN,"0,8999999762",6712b53345c966536d238e89,Yes,Not too long ago I had a conversation with my brother about cybersecurity. His credit card number had been stolen and I can relate to it because mine has been stolen in the past. We discussed how it might of happened and who he should call about it. I told him to call is credit card company to freeze the card and to get a new one. ,1,Other (please specify),Family,Myself,No,At home,,"Personal experience (e.g., cybersecurity incident),Someone asked for advice",,"Application areas (web browsing, smartphone, social media etc.),Identity theft or fraud,Incidents (ransomware attack, data breach, leak, device theft etc.),Phishing or scams,Privacy tools (permission manager, cookie banners etc.),Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.)",,5 (Strongly agree),"Interested/curious,Worried/anxious,Confident/informed,Helpful/responsible",,Having experienced this before firsthand I wanted to help my brother out. ,"Interested/curious,Worried/anxious,Confident/informed,Helpful/responsible",,He understood what to do and had reassurance from me it could be fixed. ,Yes,Monitoring accounts more often and regularly changing passwords.,,,No,,,,,,,,,,,,,,,,,,,,,,,,37,Male,USA,Construction ,5 (Strongly agree),5 (Strongly agree)
252,True,7/30/25 13:42,R_8OTAinBqY1A1xNk,"52,4064","-1,5082",EN,"0,8000000119",5ae8226062c7f200018d67d7,Yes,Myself and my colleagues in our office. We were discussing a cyber breach at a university that resulted in emails being sent out with insulting names in the personalisation field. Someone had seen the university statement online which got us talking. The conversation probably lasted 5 minutes.,4,Colleague,,Other,No,Workplace/University,,News story or social media post,,"Application areas (web browsing, smartphone, social media etc.),Incidents (ransomware attack, data breach, leak, device theft etc.)",,4,Interested/curious,,I work at a university and i'd also seen an influencer post that she received one of the emails.,Interested/curious,,"Tone of conversation, we were interested and wanted to know how it had happened.",No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,31,Female,UK,Marketing,1 (Strongly disagree),5 (Strongly agree)
579,True,7/30/25 13:42,R_8dFmolzuJOrpmYW,"55,9737","-3,2269",EN,"0,6999999881",6767e7f3e5207336bfda8591,Yes,"Local council had been hacked and schools had lost access to all of their systems, this caused major issues including problems with my child's exams, I discussed this with various people at various times over a few months. This topic is still ongoing being discussed regularly ",4,"Friend,Other (please specify)","Family, school staff ",,"Yes, somebody I know",At home,,Work/school-related requirement,,"Identity theft or fraud,Incidents (ransomware attack, data breach, leak, device theft etc.),Surveillance or data collection (government, companies etc.)",,2,"Worried/anxious,Annoyed",,"Annoyed by the situation it had put everyone in, worried about the longer term issues ","Worried/anxious,Annoyed,Helpful/responsible",,Same as myself re worried and annoyed. Responsible as they are part of the process ,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,45,Female,Scotland ,Civil servant ,1 (Strongly disagree),5 (Strongly agree)
573,True,7/30/25 13:42,R_5j7Z6EsVRgjuddA,"40,6001","-73,7497",EN,"0,8999999762",65c23e2e1a96e23b93afdea0,Yes,"I was talking to my son at our house about a recent cyber attack on his computer, the conversation lasted about 10 minutes and in the end he said formatted his computer in order to fix the problem",1,Other (please specify),family,Other,No,At home,,"Personal experience (e.g., cybersecurity incident)",,"Incidents (ransomware attack, data breach, leak, device theft etc.)",,2,"Interested/curious,Worried/anxious",,I wanted to learn more how this happened and was worried that someone targeted him,Annoyed,,He did not like that experience,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,59,Male,United States,Home owner,1 (Strongly disagree),5 (Strongly agree)
411,True,7/30/25 13:43,R_8HoXhsi6fA8EM6c,"50,7797","-3,6527",EN,"0,8000000119",56abcb46f209e0000adab961,Yes,A friend had her email account hacked and was complaining about the inconvenience of having to try and and remember all the accounts it was associated with/the difficulty of changing her registered email address with some companies because they wanted to send confirmations to the hacked account that she no longer had access to. Initial conversation was probably about 5 minutes but was then referred to briefly in later conversations.,1,Friend,,Other,No,Other (please specify),friend's house,"Personal experience (e.g., cybersecurity incident)",,"Incidents (ransomware attack, data breach, leak, device theft etc.)",,3,Other (please describe),annoyed on her behalf,Because I can well imagine the pain it is to go through this.,"Worried/anxious,Annoyed",,Annoyed because of the stress/time involved; anxious in case it led to more than email being hacked.,No,,"Yes, I had (How many?)",2,No,,,,,,,,,,,,,,,,,,,,,,,,64,Female,UK,academic language editor,1 (Strongly disagree),5 (Strongly agree)
854,True,7/30/25 13:43,R_1pbbPvTbnrLxZQG,"39,9748","-82,8219",EN,"0,8000000119",66720d50c394601b811a0e49,Yes,I was on the phone with the Home Depot credit department that is managed by Citi for another issue and I mentioned that perhaps it was caused by the massive data breach that had just been reported. I mentioned to the customer service rep that the leak apparently included millions of Hotmail and Google credentials (including mine which were tied to this Home Depot account). The customer service rep locked down my account as a precaution until I could change all my passwords there and elsewhere. The conversation lasted about 23 minutes according to my cellphone history of the call. ,1,Stranger,,Myself,No,Other (please specify),Telephone call,"Personal experience (e.g., cybersecurity incident),News story or social media post",,"Application areas (web browsing, smartphone, social media etc.),Identity theft or fraud,Incidents (ransomware attack, data breach, leak, device theft etc.)",,5 (Strongly agree),"Interested/curious,Worried/anxious,Annoyed",,"I am more indifferent usually since hack, leaks and breaches are the status quo these day until it dawned on me that initial issue I called into the phone bank might be related to the massive data breach just reported in the news. Then I got agitated about it. ","Interested/curious,Helpful/responsible",,She hadn't heard news but was grateful for it and offered to lock down the account temporarily to make sure it wasn't being accessed illegally. Then she said she too would be changing her passwords as soon as possible. ,Yes,The account was locked down. And passwords were changed. ,,,No,,,,,,,,,,,,,,,,,,,,,,,,52,Male,United States of America,Project Manager,3,5 (Strongly agree)
557,True,7/30/25 13:44,R_8aK9rM3wdgwhEdj,"52,4891","13,4296",DE,"0,8999999762",671df4409cc481032b4fd9fc,Yes,"Ich habe mit meiner Mutter ein Gespräch darüber geführt, wie sie sich gegen Phishing-Versuche bzw. Versuche schützt, bei denen sie online betrogen werden soll. Das Gespräch hat via WhatsApp stattgefunden. Der Auslöser des Gesprächs war, dass ich bei WhatsApp meine Nummer geändert habe, da ich einen neuen Handyvertrag abgeschlossen habe. Dazu habe ich meiner Mutter geschrieben, dass ich eine neue Nummer habe und sie die gerne abspeichern soll. Auf diese Nachricht hat sie zunächst nicht geantwortet, sondern sie auf ""gelesen"" gelassen. Erst später habe ich dann von meiner Freundin erfahren, dass meine Mutter sie kontaktiert hat, um nachzufragen, ob ich wirklich eine neue Nummer habe und das alles seine Richtigkeit hat. Danach hat sie mir dann wieder geschrieben und sich für die neue Nummer bedankt. Im Anschluss haben wir dann ein bisschen darüber gesprochen, dass ich stolz auf sie bin, dass sie so gehandelt hat und wie einfach es mittlerweile ist, durch solche Tricks betrogen zu werden, gerade weil wir uns öfter Geld hin und her schicken und das meist vorher via WhatsApp besprechen. Das Gespräch hat alles in allem nur wenige Minuten gedauert (ca. 10 ausgetauschte Chat-Nachrichten).",2,Other (please specify),Mutter,Myself,No,Other (please specify),WhatsApp,"Personal experience (e.g., cybersecurity incident)",,"Identity theft or fraud,Phishing or scams,Other (please specify)","Verhalten bei Betrugsversuchen via WhatsApp (""Enkeltrick"")",4,"Interested/curious,Helpful/responsible",,"Ich fand es interessant, mich darüber mit meiner Mutter auszutauschen und herauszufinden, welche Erfahren sie selbst schon hat, obwohl sie kein Digital Native ist.",Confident/informed,,"Ich denke meine Mutter war stolz darauf, dass sie sich selbstständig so gut gegen ""Angriffe"" schützt und hat sich vermutlich gefreut, dass sie von mir gelobt wurde, da ich in diesem Bereich beruflich tätig bin.",No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,31,Male,Deutschland,Senior Fullstack Developer (Web-Entwicklung),4,5 (Strongly agree)
564,True,7/30/25 13:44,R_1eajmS9FrNw8Otq,"38,7893","-104,8221",EN,"0,8999999762",66d4712f340d9f18e186d041,Yes,"It was a co worker before a meeting. We were in the break room because it was the only room big enough for as many people were in the meeting. 
They talked about they started using an app on their phone that stores passwords and syncs with their computer so they don't have to remember anything. 
He was fiddling with his phone trying to turn off something and I asked if he was going for a new high score as a joke. They were trying to turn the app off because it sends notifications and he can't figure out how to mute them so he turns his phone on airplane mode. 
It was a minute maybe? Pretty casual convo, nothing serious. ",2,Colleague,,Myself,"Yes, somebody I know",Workplace/University,,Other (please specify),small talk turned into a little more substance ,"Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.)",,3,Interested/curious,,"I made the comment that started the convo, that means I have a responsibility to the person to at least pretend I am interested if they engage. ","Worried/anxious,Confident/informed",,They said they were worrying about their phone but then were clearly excited about the app and wanted to share. ,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,47,Male,USA,I work in retail/wholesale my education is in Sociology and Psychology. ,2,5 (Strongly agree)
219,True,7/30/25 13:44,R_8xX0QELuCulAihM,"54,58","-5,928",EN,"0,8999999762",66e7381b679a09a5e859d755,Yes,I was talking to my wife about cyber security as there was an attempted fraud on our shared bank account. The conversation lasted about 10 mins and we got in touch with the bank fraud team,2,Other (please specify),spouse,Myself,No,At home,,"Personal experience (e.g., cybersecurity incident)",,Identity theft or fraud,,5 (Strongly agree),Helpful/responsible,,I knew what we needed to do,Worried/anxious,,They weren't best sure how to rectify the situation,Yes,we changed our bank cards and the security settings on our account,,,No,,,,,,,,,,,,,,,,,,,,,,,,38,Male,northern ireland,retail,3,5 (Strongly agree)
733,True,7/30/25 13:47,R_8x0NoB9Fh4yY8ox,"54,5571","-3,5903",EN,"0,8999999762",5c5af2cc2b7de10001b7840b,Yes,"Discussion with my husband about the Online Safety Act in UK and how it may have been prematurely enacted as it seems to be having unforeseen consequences that do not help with keeping children safe online.
we discussed Social Media and Porn access in particular, and the fact that conversations on sites like Reddit are being shut down because they contain 'trigger words' such as needle (was in the context of knitting but interpreted as drug use related, for example).  Also discussed the practicality of proving age without uploading documents that could then be leaked to bad actors and how there simply isn't the trust to allow folk to comfortably do this.
The conversation was fairly wide ranging and while accepting that it needs to be made difficult for children to access potentially harmful content, the role of parents also cannot be under estimated and any attempt by the Government to 'replace' parental controls is likely to be counterproductive, however well intentioned the actions.
We also discussed the fact that a 400,000 strong petition to re-evaluate the legislation had been dismissed out of hand.
The conclusion we came to is that while *some* form of control needs to be instigated in this area, this current legislation is likely to need to be revisited and fairly quickly to address the quirks it has thrown up.",1,Other (please specify),Husband,,No,At home,,News story or social media post,,"Application areas (web browsing, smartphone, social media etc.),Identity theft or fraud,Incidents (ransomware attack, data breach, leak, device theft etc.),Privacy tools (permission manager, cookie banners etc.),Security tools (password managers, antivirus, VPN etc.),Surveillance or data collection (government, companies etc.)",,3,Interested/curious,,"It is something I have heard a lot about but it has not so far impacted on my life directly, that I am aware.","Worried/anxious,Confident/informed",,"I think they feel that the Government is attempting a level of control that is undemocratic and that, particularly for a Left Wing government, this is unusual.",,,,,No,,,,,,,,,,,,,,,,,,,,,,,,56,Female,UK,Landlord,1 (Strongly disagree),1 (Strongly disagree)
656,True,7/30/25 13:48,R_8Bro5lwjeTfUWuq,"52,4334","16,9286",EN,1,5e75329210ac300a26c58065,Yes,"I was at my first day of my job and I was opening job-related websites on my personal account, and my supervisor was surprised I was refusing cookies on these websites. It was only temporary till I would get my work laptop, but I wanted to avoid possible links to my private account and the way I store my data through cookies with my job field. I want to make the least amount of footprint possible while browsing the web, it's annoying that everything now wants to track you.",1,Colleague,,Other,No,Workplace/University,,Work/school-related requirement,,"Application areas (web browsing, smartphone, social media etc.),Privacy tools (permission manager, cookie banners etc.),Security behavior (choice of passwords, updating software etc.),Surveillance or data collection (government, companies etc.)",,5 (Strongly agree),"Confident/informed,Helpful/responsible",,I felt I could provide some useful information to the other person.,Interested/curious,,She didn't know my reasoning behind me not allowing cookies.,,,"No, but I plan to have one in the future",,"Yes, I’d like to describe another conversation","I was talking with my partner about not linking Facebook, Instagram and all the Meta accounts together - I haven't done that because I don't feel that I can trust these companies fully, so I only do the bare minimum when it comes to using them. We both agreed they know too much about their users.",1,Other (please specify),partner,Myself,No,At home,,"Personal experience (e.g., cybersecurity incident)",,"Application areas (web browsing, smartphone, social media etc.),Incidents (ransomware attack, data breach, leak, device theft etc.),Security behavior (choice of passwords, updating software etc.),Surveillance or data collection (government, companies etc.)",,5 (Strongly agree),"Worried/anxious,Confident/informed,Helpful/responsible",,I'm always worried to some extent how my data is being processed.,Confident/informed,,We both share the outlook on the situation.,No,,,,25,Female,Poland,Philology,4,5 (Strongly agree)
1059,True,7/30/25 13:48,R_2uQc9MXFzEycqil,"40,4519","-3,711",EN,1,5f22e7ae938d2d018633624a,Yes,"I was talking after a meeting with my former boss about wheter storing passwords in the browser cache is secure enough or not. He's an IT specialist, so he advised against it, but I find it really hard to remember lots of passwords by heart. It was a casual five-minute conversation, but ir motivated me to learn more about other internet security methods, like two-step verification or the use of security keys, and to become more aware of the importance of properly managing my passwords. ",1,Other (please specify),former boss,Other,No,"Public space (e.g., café, train)",,Work/school-related requirement,,"Privacy tools (permission manager, cookie banners etc.),Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.)",,1 (Strongly disagree),"Interested/curious,Helpful/responsible",,The other person involved was an expert and I felt that listening to his advice could be very helpful. ,"Worried/anxious,Confident/informed,Helpful/responsible",,Because I felt he spoke with confidence and experience. ,Yes,"I did some research to become more informed about cybersecurity practices. I learned how Google's secure password generation and two step verification work. I started placing more importance on updating my passwords every few months. Additionally, I discovered new methods like the use of security keys. ",,,No,,,,,,,,,,,,,,,,,,,,,,,,31,Male,Spain,Unemployed looking for job,2,5 (Strongly agree)
382,True,7/30/25 13:51,R_8acgm4CkCKG0P1D,"53,7817","-1,7776",EN,"0,5",5b68c9eb87af310001584803,Yes,"my senior colleague was involved, the conversation took place in our office at work. We talked about VPN usage in the workplace and how it protects us, i was recommending a new VPN to my colleague who was unsure due to company policy but I assured him it was fine as the business gave me the go ahead. What triggered the conversation was my senior colleague seeing me use the VPN at work. The conversation lasted for about 10 minutes and afterwards my colleague was satisfied with using the VPN",1,Colleague,,Other,No,Workplace/University,,Other (please specify),Colleague saw me using a VPN,"Privacy tools (permission manager, cookie banners etc.),Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.)",,5 (Strongly agree),"Interested/curious,Worried/anxious,Confident/informed,Helpful/responsible",,"because my colleague was asking me a few simple questions, i had no reason to be hostile","Interested/curious,Helpful/responsible",,because my colleague was curious to see what i was doing,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,28,Male,UK,Service manager ,4,5 (Strongly agree)
744,True,7/30/25 13:52,R_8pRxKsMkPrJeoO8,"41,4204","2,1678",EN,"0,8999999762",66914e7025311323981da635,Yes,"Two weeks ago, when I was visiting my family in London, UK, I had a conversation with my father about cybersecurity. More specifically, the recent cyber attack on the Co-op Group in The UK. The cyber attack happened in April 2025. The reason we were discussing it was because there was a new news report, two weeks ago, stating that in fact every customer had had their data stolen. Where as in April it only mentioned some customers had their data stolen. We discussed the fact that the Co-op Group probably new this information back in April, and were probably trying to lesson the blow. We then went on to discuss the dangers of cyber attacks, and how everyone is at danger from this. The conversation lasted no more than 10 - 15 minutes. ",2,Other (please specify),Dad,Other,No,Other (please specify),Mum and Dad's home,News story or social media post,,"Incidents (ransomware attack, data breach, leak, device theft etc.)",,4,Interested/curious,,I like to be informed about these things. It helps me to be more cautious and take preventative measures.   ,Annoyed,,Probably annoyed at big corporations actions. ,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,44,Male,Spain,Marketing,4,5 (Strongly agree)
861,True,7/30/25 13:53,R_7t2VUlI8pyWYnJN,"32,8793","-96,6375",EN,"0,8999999762",64db80772c860983ea3a7310,Yes,We had a staff meeting in person. The IT staff gave us all an overview of new regulations they were going to implement. The meeting last 45 minutes and they said because of new information they received they updating policy. ,8,Colleague,,Other,"Yes, somebody I know",Workplace/University,,Work/school-related requirement,,"Application areas (web browsing, smartphone, social media etc.),Incidents (ransomware attack, data breach, leak, device theft etc.),Phishing or scams,Privacy tools (permission manager, cookie banners etc.),Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.),Surveillance or data collection (government, companies etc.)",,4,"Interested/curious,Confident/informed,Helpful/responsible",,The information was good and I felt glad to get updates. ,"Interested/curious,Confident/informed,Helpful/responsible",,They wanted to ensure we get all the pertinent information. ,Yes,Makes me more aware of internet crimes. ,"No, but I plan to have one in the future",,"Yes, I’d like to describe another conversation",The day before the scheduled IT meeting our Manager wanted to ensure we all attend as it was very important. She talked briefly the importance of cybersecurity and it’s challenges. ,5,Colleague,,Other,"Yes, somebody I know",Workplace/University,,Work/school-related requirement,,"Application areas (web browsing, smartphone, social media etc.),Incidents (ransomware attack, data breach, leak, device theft etc.),Security behavior (choice of passwords, updating software etc.)",,4,"Interested/curious,Confident/informed,Helpful/responsible",,I wanted to get all the pertinent information. ,"Interested/curious,Confident/informed,Helpful/responsible",,They were concerned about threats. ,Yes,Being aware while using company internet. ,"No, but I plan to have one in the future",,56,Female,USA,Supervisor ,3,5 (Strongly agree)
1096,True,7/30/25 13:57,R_2EX7CFvG9uiYQJV,"49,9675","20,4294",EN,"0,8999999762",66a221146278a2d2406fd7d1,Yes,"A while ago, I was talking to my parents about internet safety. I tried to explain to them why they shouldn't click everthing that appears on their screen. I started this conversation beacuse there were many reports of fraud and identity theft online. We also talked about online banking and safe use of bank account.",2,Other (please specify),Parents,Myself,No,At home,,News story or social media post,,"Application areas (web browsing, smartphone, social media etc.),Identity theft or fraud",,4,"Worried/anxious,Confident/informed,Helpful/responsible",,I know this is a difficult topic for older people. Not everyone understands it. I feel responsible for my parents online safety.,"Interested/curious,Worried/anxious",,"They have better understanding of what might happen to them. Sometimes they tell me they've come across someting strange online and want me to verify it. They' re interested, but they're concerned about the number of scams online.",,,,,No,,,,,,,,,,,,,,,,,,,,,,,,30,Female,Poland,Electronic Information Processing,3,5 (Strongly agree)
1077,True,7/30/25 14:03,R_8S18k56DgWows9E,"41,4499","2,1705",EN,"0,8999999762",6682749eab8c24a009ea1a57,Yes,"1-coworker
2-office
3-phishing email pretending to be from one of our suppliers. It told us to make the payment of a fictitious invoice to a different account number than usual.
4- the receipt of the fake mail
5-a few minutes, until we knew that It was a phishing mail
6-We were very surpised by the format of the email Since It copied very well the type of the invoice that the company normally send",2,Colleague,,Other,No,Workplace/University,,Other (please specify),Email,"Identity theft or fraud,Phishing or scams,Security behavior (choice of passwords, updating software etc.)",,4,"Interested/curious,Confident/informed",,I have dealed with these things before,"Interested/curious,Worried/anxious",,Because he thought the email was real,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,61,Male,Spain,Administrative,2,5 (Strongly agree)
1597,True,7/30/25 14:04,R_2ip5mRM6mGdR7W1,"38,5212","-8,8859",EN,"0,8999999762",616494f1ae4537c01914c758,Yes,"We received a phishing email on our work email and someone failed it. Then we had to do a cyber security training
",3,Colleague,,Other,"Yes, somebody I know",Workplace/University,,Work/school-related requirement,,"Application areas (web browsing, smartphone, social media etc.),Identity theft or fraud,Incidents (ransomware attack, data breach, leak, device theft etc.),Phishing or scams",,4,"Interested/curious,Worried/anxious,Helpful/responsible",,I felt like this couldn’t happen to me and to be more careful ,"Interested/curious,Worried/anxious",,It was about the person who failed,Yes,I’m more aware of what I do,,,No,,,,,,,,,,,,,,,,,,,,,,,,26,Female,Portugal,Analyst,2,5 (Strongly agree)
60,True,7/30/25 15:17,R_2sjFKgncKKyTO8G,"48,7177","2,3088",EN,"0,8000000119",66b7dd88a3f352b57776c807,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Male,France,Engineering,5 (Strongly agree),5 (Strongly agree)
499,True,7/30/25 15:17,R_89nyTgUSeiJ6tyE,"40,6439","22,9358",EN,"0,8999999762",5eccd97f6ce039000b2a61f2,Yes,Some days ago I had the bad experience of been hacked and as a result my crypto account lost an amount of coins. I asked for help from my centralized exchange support and they talked to me about steps I had to take in order to minimize loss and to make sure this does not happen in the future again. I contacted them online. The conversation lasted about 30 minutes. It was very helpfuland they gave me some tips about cyber security.,1,Other (please specify),CEX support,Myself,No,Other (please specify),online,"Personal experience (e.g., cybersecurity incident)",,"Incidents (ransomware attack, data breach, leak, device theft etc.)",,4,"Interested/curious,Worried/anxious",,I was eager to learn about cyber security,"Interested/curious,Confident/informed,Helpful/responsible",,The person was very knowledgable,Yes,Made me use more security measures for my online behaviour,,,No,,,,,,,,,,,,,,,,,,,,,,,,62,Male,Greece,Logistics company,3,5 (Strongly agree)
103,True,7/30/25 15:18,R_8DpYSHTrnb5EP8c,"37,9842","23,7353",EN,1,6059116a4056b2468b7b5c6d,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,Female,GREECE,"LEGAL, lawyer",1 (Strongly disagree),5 (Strongly agree)
132,True,7/30/25 15:18,R_8K46XyIpO2Mo7D3,"40,1683","-7,1759",EN,1,602fe67919eaccd752eea5a5,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,Female,Portugal,Administrative,3,5 (Strongly agree)
130,True,7/30/25 15:21,R_8BaFNg1ub6P0Dlf,"28,4656","-16,2923",EN,"0,8999999762",66689a7d46d958da3b4cbc9b,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,Male,Spain,Health service,2,5 (Strongly agree)
177,True,7/30/25 15:21,R_8ZI8fqlGAKH4SBO,"38,7219","-9,1398",EN,1,645f99247654b815c91183f5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,Male,Portugal,Construction,4,5 (Strongly agree)
799,True,7/30/25 15:21,R_8JU6iMUl7ROLkB3,"51,7647","19,4627",EN,"0,8999999762",5a2310ebdf5bd00001b37474,Yes,It was my parents. The conversation took place at my parent's house. We discussed the fake links that are often sent via text message. We discussed how dangerous they are and shoulden't be used. They could lead to fraudsters hacking into bank accounts or stealing important personal information. The conversation began when my mother received a suspicious text message with a link. The conversation lasted about 30 minutes.,2,Other (please specify),parent's,Myself,No,Other (please specify),parent's house,Someone asked for advice,,"Identity theft or fraud,Phishing or scams",,4,"Interested/curious,Worried/anxious,Helpful/responsible",,because it was an important matter,"Interested/curious,Confident/informed",,it was obvious from the reaction,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,41,Female,Poland,Education,3,5 (Strongly agree)
233,True,7/30/25 15:22,R_2CHtWmk6Ha9YbdJ,"37,9842","23,7353",EN,"0,8999999762",65391353897d68dd53a067da,Yes,I was talking about it with a friend of mine. We were at a bar. He works at a company that does cybersecurity for other companies and we talked about what he does at work. It lasted about 30 minutes and I found it so interesting that I talked about it later with other friends of mine.,1,Friend,,Other,No,"Public space (e.g., café, train)",,"Personal experience (e.g., cybersecurity incident)",,"Surveillance or data collection (government, companies etc.)",,5 (Strongly agree),"Interested/curious,Confident/informed",,It was an interesting topic that I had never encountered before,"Interested/curious,Confident/informed,Helpful/responsible",,Because they were explaining to me their job,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,32,Female,Greece,Theater,1 (Strongly disagree),5 (Strongly agree)
